,INDEX_,sub_smiles
1,10375,=[NH2+]
2,10375,-c3cccnc3O
0,10376,OCRRc1cccRcc1F
1,10376,Cn1cncn1
2,10376,Cn1cncn1
3,10376,F
0,10377,Nc1nc2cRcR[nH]1
1,10377,ncn2[C@@H]2O[C@H]R[C@@H]R[C@H]2O
2,10377,=O
3,10377,COPRRO
4,10377,O
5,10377,=O
6,10377,O
0,10378,CCCRc1cRc2ccccc2oc1=O
1,10378,c1ccccc1
2,10378,O
0,10379,CO[C@]12CC[C@@]3R[C@H]1Cc4cccRc5c4[C@@]3R[C@H]2O5
1,10379,C[C@@H]1CRRO
2,10379,O
3,10379,CCN1CC1CC1
4,10379,C
5,10379,C
0,10380,CNRCCCN1c2ccccc2Sc2ccccc21
1,10380,C
0,10381,N=c1ncRc2ncnRc2[nH]1
1,10381,O
2,10381,[C@@H]3O[C@H]RC[C@H]3O
3,10381,CO
0,10382,CCRO[C@]1RCC[C@H]2[C@@H]3C=CRC4=CCR[C@@H]5C[C@@H]5[C@]4R[C@H]3CC[C@@]21C
1,10382,=O
2,10382,CR=O
3,10382,L
4,10382,=O
5,10382,C
6,10382,C
0,10383,O=CRCC[C@H]RNc1cccRcc1
1,10383,O
2,10383,O
3,10383,N2CRCCC2=O
4,10383,=O
0,10384,FCROCRRCRL
1,10384,F
2,10384,F
3,10384,F
4,10384,F
0,10385,Nc1ncnc2c1ncn2[C@@H]1O[C@H]R[C@@H]R[C@H]1O
1,10385,COPRROPRRO
2,10385,N
3,10385,=O
4,10385,O
5,10385,=O
6,10385,O
0,10386,NCRc1ccc2[nH]cRnc2c1
1,10386,=[NH2+]
2,10386,-c3ccccc3[O-]
0,10387,CC1=NNRCR/C1=N\Nc1ccccRc1O
1,10387,c2cccRcRc2
2,10387,=O
3,10387,-c2ccccRc2
4,10387,C
5,10387,C
6,10387,CRO
7,10387,=O
0,10388,COc1cccRcc1
1,10388,CRC2RCCCCC2
2,10388,CNRC
3,10388,O
4,10388,C
0,10389,C[C@@H]1C[C@H]2[C@@H]3CCC4=CCRC=C[C@]4R[C@@]3R[C@@H]RC[C@]2R[C@@]1RCRCL
1,10389,=O
2,10389,C
3,10389,L
4,10389,O
5,10389,C
6,10389,O
7,10389,=O
0,10390,CCOCRc1cncn1[C@H]Rc1ccccc1
1,10390,=O
2,10390,C
0,10391,CCRCCO
1,10391,C
0,10392,CCCN1CCCRCC1
1,10392,c2nc3ccccRc3[nH]2
2,10392,CR=O
3,10392,N
0,10393,CCRS[C@@H]1CC2=CCRCC[C@]2R[C@H]2CC[C@@]3R[C@@H]R[C@@H]21
1,10393,=O
2,10393,=O
3,10393,C
4,10393,C
5,10393,CC[C@@]34CCCRO4
6,10393,=O
0,10394,CN1CCNRCC1
1,10394,C2=Nc3ccRccc3Nc3ccccc32
2,10394,L
0,10395,C[C@H]R[C@H]1CC[C@H]2[C@H]3[C@H]R[C@@]1RCC[C@@H]RC[C@H]1C[C@H]3O
1,10395,CCCRO
2,10395,C[C@H]R[C@@]21C
3,10395,C
4,10395,O
5,10395,=O
6,10395,O
0,10396,CNCCNSRRc1cccc2cnccc12
1,10396,=O
2,10396,=O
0,10397,N[C@H]R[C@H]Rc1cccRcRc1
1,10397,CRO
2,10397,O
3,10397,O
4,10397,O
5,10397,=O
0,10398,CCRc1ccccRc1OCOPRRO
1,10398,C
2,10398,CRC
3,10398,=O
4,10398,O
5,10398,C
0,10399,CCCCCCCCCCCCCCCCCCROC[C@H]ROCRCCCCCCCCCCCCCCCCC
1,10399,=O
2,10399,COPRROCC[N+]RRC
3,10399,=O
4,10399,=O
5,10399,O
6,10399,C
7,10399,C
0,10400,O=CRCc1ccR[nH]cR[nH]1
1,10400,O
2,10400,=O
3,10400,=O
0,10401,CCCN[C@H]1CCc2ncRsc2C1
1,10401,N
0,10402,N[C@@H]RCRO
1,10402,C[C@H]1CO1
2,10402,=O
0,10403,CNCRRCc1ccccc1
1,10403,C
2,10403,C
0,10404,c1cccRcc1
1,10404,Nc2ncRc3[nH]cnc3n2
2,10404,OCC3CCCCC3
0,10405,O=CRc1cccRcc1L
1,10405,Nc1cccRcc1CRO
2,10405,L
3,10405,Oc2ncccn2
4,10405,=O
0,10406,COc1cccRcc1
1,10406,C2CRc3ccccc3C2=O
2,10406,=O
0,10407,Cc1nccRcRc1O
1,10407,COPRRO
2,10407,CNOCCRO
3,10407,=O
4,10407,O
5,10407,=O
0,10408,Cc1cRccnc1CSRc1nc2ccccc2[nH]1
1,10408,OCCRRF
2,10408,=O
3,10408,F
4,10408,F
0,10409,C[N+]RRCCO.O=CRc1ccccc1O.O=CRc1ccccc1O.O=CRc1ccccc1O.[Mg+2]
1,10409,C
2,10409,C
3,10409,[O-]
4,10409,[O-]
5,10409,[O-]
0,10410,CCCOc1ccnc2[nH]ccRc12
1,10410,-c3ccncRn3
2,10410,N
0,10411,Cc1cRc2ccRccc2n1Cc1ccccc1
1,10411,CCR=O
2,10411,OCCCPRRO
3,10411,N
4,10411,=O
5,10411,O
0,10412,Cc1ncRc2cRNRCRCC2
1,10412,C
2,10412,n1
3,10412,Cc1cccRcc1
4,10412,=O
5,10412,-c3ccccc3-c3nn[nH]n3
0,10413,C=CCN1CC[C@]23c4c5cccRc4O[C@H]2CRCC[C@@]3R[C@H]1C5
1,10413,O
2,10413,=O
3,10413,O
0,10414,CCRC[C@H]RCN1CCCN2CCC[C@H]21
1,10414,C
2,10414,N
0,10415,OCc1cccRcc1
1,10415,P
0,10416,NSRRc1cc2cRNCRNS2R=O
1,10416,=O
2,10416,=O
3,10416,cc1CRRF
4,10416,Cc1ccccc1
5,10416,=O
6,10416,F
7,10416,F
0,10417,Cc1cccRcc1
1,10417,SRRN2CCSC[C@H]2CRN[C@@H]RCRO
2,10417,=O
3,10417,=O
4,10417,=O
5,10417,CCRC
6,10417,=O
7,10417,C
0,10418,CCC1RCRNCCRC1=O
1,10418,CC
2,10418,=O
3,10418,C
0,10419,O=CRCC[C@H]RCRO
1,10419,O
2,10419,NCRN[C@@H]RCRO
3,10419,=O
4,10419,=O
5,10419,CSCc1cccRcc1
6,10419,=O
7,10419,F
0,10420,N=c1ncRc2ncnRc2[nH]1
1,10420,O
2,10420,[C@@H]3O[C@H]R[C@@H]R[C@H]3O
3,10420,COPRROPRRCPRRO
4,10420,O
5,10420,=O
6,10420,O
7,10420,=O
8,10420,O
9,10420,=O
10,10420,O
0,10421,CCRC[C@H]RNR[P@]RRc1ccccc1
1,10421,C
2,10421,CRNO
3,10421,Cc1ccccc1
4,10421,C
5,10421,=O
6,10421,=O
0,10422,NCRc1cc2cccnc2s1
1,10422,=[NH2+]
0,10423,Cn1ccRc2ccRccc21
1,10423,C2=CRCRNC2=O
2,10423,F
3,10423,c3ccccRc3
4,10423,=O
5,10423,NC[C@H]RCO
6,10423,O
0,10424,C[C@]12OO[C@]RRc1ccccc12
1,10424,CCCRO
2,10424,c3ccccc31
3,10424,=O
0,10425,Cc1cccRcc1SRR=O
1,10425,Nc2ncccRn2
2,10425,N
3,10425,=O
4,10425,NRc3ccc4cRnRnc4c3
5,10425,C
6,10425,C
7,10425,C
0,10426,Cc1nccRcRc1O
1,10426,COPRRO
2,10426,CNCCRO
3,10426,=O
4,10426,O
5,10426,=O
0,10427,Cn1ncRc2cRncnc21
1,10427,-c2ccc3ccccc3c2
2,10427,N
0,10428,CCRNC[C@H]RCOc1cccc2[nH]c3ccccc3c12
1,10428,C
2,10428,O
0,10429,CCR=CCC[C@]1R[C@@H]RC[C@]2RCRCR=CR[C@@]1RC2=O
1,10429,C
2,10429,C
3,10429,CC=CRC
4,10429,CC=CRC
5,10429,=O
6,10429,CC=CRC
7,10429,O
8,10429,CRCRC
9,10429,C
10,10429,C
11,10429,C
12,10429,=O
13,10429,C
0,10430,COc1cc2cR-c1cccRcRcc1CRCC2
1,10430,cRc1OC
2,10430,OC
3,10430,=O
4,10430,NCR=O
5,10430,OC
6,10430,C
0,10431,CSRRc1ccccRc1
1,10431,=O
2,10431,=O
3,10431,-c2ccRncn2
4,10431,N3C[C@H]R[C@@H]RC3
5,10431,c4ccRcRcc4F
6,10431,N
7,10431,F
8,10431,F
0,10432,COc1cccRcc1
1,10432,SRRN2CCNRC[C@@H]2CRNO
2,10432,=O
3,10432,=O
4,10432,CROCc3ccccc3
5,10432,=O
6,10432,=O
0,10433,CCCCCNRCCCRRPRRO
1,10433,C
2,10433,O
3,10433,PRRO
4,10433,=O
5,10433,O
6,10433,=O
7,10433,O
0,10434,COc1ccRccc1-n1cncRc1
1,10434,/C=C2\CCCNRC2=O
2,10434,C
3,10434,[C@@H]Rc3cccRcc3
4,10434,C
5,10434,F
0,10435,Cc1cc2cRCRRCCC2RC
1,10435,cc1C1RCC1
2,10435,C
3,10435,C
4,10435,C
5,10435,c3cccRcn3
6,10435,CRO
7,10435,=O
0,10436,CCR[C@H]R[P@]RRC[C@H]Rc1ccccRc1
1,10436,C
2,10436,NCROCc1ccccc1
3,10436,=O
4,10436,O
5,10436,CRO
6,10436,CN
7,10436,=O
8,10436,=O
0,10437,CN1CRCRN=CRc2ccRccc21
1,10437,=O
2,10437,O
3,10437,c2ccccc2
4,10437,L
0,10438,O=CRc1cccRcc1
1,10438,CCCN1CC=CRCC1
2,10438,F
3,10438,n2cR[nH]c3ccccc32
4,10438,=O
0,10439,C/C=CRCCCRO
1,10439,/N
2,10439,=O
0,10440,Cc1nnc2n1-c1cccRcc1CR=NC2
1,10440,L
2,10440,c1ccccc1
0,10441,Cc1cc2nc3cR[nH]cRnc-3nRc2cc1C
1,10441,=O
2,10441,=O
3,10441,C[C@H]R[C@H]R[C@H]RCO[P@@]RRO[P@]RROC[C@H]3O[C@@H]R[C@H]R[C@@H]3O
4,10441,O
5,10441,O
6,10441,O
7,10441,=O
8,10441,O
9,10441,=O
10,10441,O
11,10441,n4cnc5cRncnc54
12,10441,O
13,10441,N
0,10442,Nc1ncnc2c1ncn2[C@@H]1O[C@H]R[C@@H]R[C@H]1O
1,10442,COPRROPRROPRRO
2,10442,O
3,10442,=O
4,10442,O
5,10442,=O
6,10442,O
7,10442,=O
8,10442,O
0,10443,CCc1ncRncRc1-c1cccRcc1
1,10443,N
2,10443,N
3,10443,NCc2ccRccRc2
4,10443,F
5,10443,F
0,10444,NCRc1ccc2[nH]cRnc2c1
1,10444,=[NH2+]
2,10444,-c3ccccRc3[O-]
3,10444,OC4CCCC4
0,10445,C[C@@H]Rc1cRcccRc1L
1,10445,Oc1ccRcnc1N
2,10445,L
3,10445,F
4,10445,-c2cnnRc2
5,10445,C3CCNCC3
0,10446,O=C1CCCRCRN1
1,10446,N2CRc3ccccc3C2=O
2,10446,=O
3,10446,=O
0,10447,NCRC1=CNRC=CC1
1,10447,=O
2,10447,[C@@H]2O[C@H]R[C@@H]R[C@H]2O
3,10447,CO[P@@]RRO[P@@]RROC[C@H]3O[C@@H]R[C@H]R[C@@H]3O
4,10447,O
5,10447,=O
6,10447,O
7,10447,=O
8,10447,O
9,10447,n4cnc5cRncnc54
10,10447,O
11,10447,N
0,10448,CCRNCCCn1cRnc2cRncnc21
1,10448,C
2,10448,Sc2cc3cROCO3
3,10448,N
4,10448,cc2P
0,10449,CCR[C@H]RNCRc1cccRcc1
1,10449,=O
2,10449,CCRO
3,10449,=O
4,10449,CNSRRc2cccRcRc2
5,10449,=O
6,10449,=O
7,10449,=O
8,10449,O
9,10449,CRO
10,10449,=O
0,10450,NCCS
0,10451,CCCCCCRSc1[nH]nnc1CRO
1,10451,CCCCC
2,10451,=O
0,10452,Cc1cccc2cR[nH]cRnc12
1,10452,=O
2,10452,CCCN3CC=CRCC3
3,10452,c4cccRcc4
4,10452,F
0,10453,Cc1cnRcRnc1O
1,10453,[C@H]2C[C@H]R[C@@H]RO2
2,10453,=O
3,10453,OPRROC[C@H]3O[C@@H]RC[C@@H]3OPRROC[C@H]3O[C@@H]RC[C@@H]3OPRROC[C@H]3O[C@@H]RC[C@@H]3OPRROC[C@H]3O[C@@H]RC[C@@H]3OPRROC[C@H]3O[C@@H]RC[C@@H]3OPRROC[C@H]3O[C@@H]RC[C@@H]3OPRROC[C@H]3O[C@@H]RC[C@@H]3OPRROC[C@H]3O[C@@H]RC[C@@H]3OPRROC[C@H]3O[C@@H]RC[C@@H]3OPRROC[C@H]3O[C@@H]RC[C@@H]3OPRROC[C@H]3O[C@@H]RC[C@@H]3OPRROC[C@H]3O[C@@H]RC[C@@H]3OPRROC[C@H]3O[C@@H]RC[C@@H]3O
4,10453,COPRRO[C@H]3C[C@H]RO[C@@H]3COPRRO[C@H]3C[C@H]RO[C@@H]3COPRRO[C@H]3C[C@H]RO[C@@H]3COPRRO[C@H]3C[C@H]RO[C@@H]3COPRRO[C@H]3C[C@H]RO[C@@H]3COPRRO[C@H]3C[C@H]RO[C@@H]3COPRRO[C@H]3C[C@H]RO[C@@H]3COPRRO[C@H]3C[C@H]RO[C@@H]3COPRRO[C@H]3C[C@H]RO[C@@H]3COPRRO[C@H]3C[C@H]RO[C@@H]3COPRRO[C@H]3C[C@H]RO[C@@H]3COPRROC3CCROC3CO
5,10453,=O
6,10453,O
7,10453,n4cnc5cRncR[nH]c54
8,10453,=O
9,10453,O
10,10453,n4ccRcRnc4=O
11,10453,=O
12,10453,O
13,10453,n4cnc5cRncR[nH]c54
14,10453,=O
15,10453,O
16,10453,n4cnc5cRncR[nH]c54
17,10453,=O
18,10453,O
19,10453,n4ccRcRnc4=O
20,10453,=O
21,10453,O
22,10453,n4cnc5cRncR[nH]c54
23,10453,=O
24,10453,O
25,10453,n4cnc5cRncR[nH]c54
26,10453,=O
27,10453,O
28,10453,n4ccRcRnc4=O
29,10453,=O
30,10453,O
31,10453,n4cnc5cRncR[nH]c54
32,10453,=O
33,10453,O
34,10453,n4cnc5cRncR[nH]c54
35,10453,=O
36,10453,O
37,10453,n4ccRcRnc4=O
38,10453,=O
39,10453,O
40,10453,n4cnc5cRncR[nH]c54
41,10453,=O
42,10453,O
43,10453,n4cnc5cRncR[nH]c54
44,10453,=O
45,10453,O
46,10453,n4ccRcRnc4=O
47,10453,=O
48,10453,O
49,10453,n4cnc5cRncR[nH]c54
50,10453,=O
51,10453,O
52,10453,n4cnc5cRncR[nH]c54
53,10453,=O
54,10453,O
55,10453,n4ccRcRnc4=O
56,10453,=O
57,10453,O
58,10453,n4cnc5cRncR[nH]c54
59,10453,=O
60,10453,O
61,10453,n4cnc5cRncR[nH]c54
62,10453,=O
63,10453,O
64,10453,n4ccRcRnc4=O
65,10453,=O
66,10453,O
67,10453,n4cnc5cRncR[nH]c54
68,10453,=O
69,10453,O
70,10453,n4cnc5cRncR[nH]c54
71,10453,=O
72,10453,O
73,10453,n4ccRcRnc4=O
74,10453,=O
75,10453,O
76,10453,n4cnc5cRncR[nH]c54
77,10453,=O
78,10453,O
79,10453,n4cnc5cRncR[nH]c54
80,10453,O
81,10453,=N
82,10453,C
83,10453,O
84,10453,O
85,10453,=N
86,10453,O
87,10453,=N
88,10453,C
89,10453,O
90,10453,O
91,10453,=N
92,10453,O
93,10453,=N
94,10453,C
95,10453,O
96,10453,O
97,10453,=N
98,10453,O
99,10453,=N
100,10453,C
101,10453,O
102,10453,O
103,10453,=N
104,10453,O
105,10453,=N
106,10453,C
107,10453,O
108,10453,O
109,10453,=N
110,10453,O
111,10453,=N
112,10453,C
113,10453,O
114,10453,O
115,10453,=N
116,10453,O
117,10453,=N
118,10453,C
119,10453,O
120,10453,O
121,10453,=N
122,10453,O
123,10453,=N
124,10453,C
125,10453,O
126,10453,O
127,10453,=N
128,10453,O
129,10453,=N
0,10454,O=SRRN1CCSCC1
1,10454,=O
2,10454,c1ccc2cRCN[C@@H]RC2
3,10454,c1
4,10454,CF
0,10455,C=CCN1C[C@H]RC[C@@H]2c3cccc4[nH]ccRC[C@H]21
1,10455,CRNRCRNCC
2,10455,c34
3,10455,=O
4,10455,CCCNRC
5,10455,=O
6,10455,C
0,10456,Cc1cc2nc3cR[nH]cRnc-3nRc2cc1C
1,10456,=O
2,10456,=O
3,10456,C[C@H]R[C@H]R[C@H]RCO
4,10456,O
5,10456,O
6,10456,O
0,10457,COc1ccc2cR[nH]c1cRnccc12
1,10457,c1
2,10457,C
0,10458,OCRRC1CCCCC1
1,10458,CCN1CCCCC1
2,10458,c1ccccc1
0,10459,FCRRCRP
1,10459,F
2,10459,F
3,10459,L
0,10460,Cc1cccRcc1Nc1ncccRn1
1,10460,NCRc2cccRcc2
2,10460,-c2cccnc2
3,10460,=O
4,10460,CN3CCNRCC3
5,10460,C
0,10461,N[C@@H]RCRO
1,10461,CO
2,10461,=O
0,10462,COc1ccRcRcc1L
1,10462,Nc2cRcnc3ccRcRcc23
2,10462,L
3,10462,C#N
4,10462,OCCCN4CCNRCC4
5,10462,OC
6,10462,C
0,10463,CCROc1cRccRcRc1C
1,10463,=O
2,10463,C
3,10463,OCCRCNCRC
4,10463,C
5,10463,O
6,10463,C
0,10464,CNCCC=C1c2ccccc2CCc2ccccc21
0,10465,CC[C@H]RCRO[C@H]1C[C@@H]RC=C2C=C[C@H]R[C@H]R[C@H]21
1,10465,C
2,10465,=O
3,10465,C
4,10465,C
5,10465,CC[C@@H]3C[C@@H]RCCRO3
6,10465,O
7,10465,=O
0,10466,C[C@]12CC[C@H]3[C@@H]R[C@@H]1CC[C@@H]2O
1,10466,CCC4=CCRCC[C@@]43C
2,10466,=O
0,10467,CCCCCCCCCCCCCCCCCCRO
1,10467,=O
0,10468,NCRc1cccnc1
1,10468,=O
0,10469,CO[C@H]1/C=C/O[C@@]2ROc3cRcRc4cRcRNCR/CR=C\C=C\[C@H]R[C@H]R[C@@H]R[C@@H]R[C@@H]R[C@H]R[C@@H]1C
1,10469,C
2,10469,C
3,10469,O
4,10469,O
5,10469,cRcRc4c3C2=O
6,10469,=O
7,10469,C
8,10469,C
9,10469,O
10,10469,C
11,10469,O
12,10469,C
13,10469,OCR=O
14,10469,/C=N/N5CCNRCC5
15,10469,O
16,10469,C
17,10469,C
0,10470,O=CRCCCNCRc1cccRcc1
1,10470,O
2,10470,=O
3,10470,[C@H]2CC[C@H]RC[C@@H]2O
4,10470,c3ccccc3
0,10471,C[PH]RO
1,10471,=O
0,10472,NCC1CCNRCC1
1,10472,CCRNc2cccc3c2CRc2c-3n[nH]c2C2CCCCC2
2,10472,=O
3,10472,=O
0,10473,NCRc1ccccRc1O
1,10473,=O
2,10473,O
0,10474,O=c1[nH]cRnRc2ccccRc12
1,10474,=O
2,10474,CCCCN2CC=CRCC2
3,10474,F
4,10474,c3ccccc3
0,10475,NSRRc1cccRcc1
1,10475,=O
2,10475,=O
3,10475,CRNCCCCNCS
4,10475,=O
0,10476,CO/C=CRc1ccccc1Oc1ccRncn1
1,10476,/CROC
2,10476,Oc2ccccc2C#N
3,10476,=O
0,10477,CCRN=c1cc2nRc3ccccc3nc-2cc1Nc1cccRcc1
1,10477,C
2,10477,-c3cccRcc3
3,10477,L
4,10477,L
0,10478,CCOc1ccRccc1OC
1,10478,[C@@H]RN2CRc3ccccRc3C2=O
2,10478,CSRR=O
3,10478,=O
4,10478,N=CRO
5,10478,C
6,10478,=O
7,10478,C
0,10479,COc1ccRccc1O
1,10479,CNCRCCCC/C=C/CRC
2,10479,=O
3,10479,C
0,10480,CCRO[C@H]1C[C@H]RO[C@H]R[C@H]1O
1,10480,=O
2,10480,O[C@H]2[C@@H]RC[C@H]RO[C@@H]2C
3,10480,C
4,10480,O
5,10480,O[C@H]3[C@@H]RC[C@H]RO[C@@H]3C
6,10480,O
7,10480,O[C@H]4CC[C@]5R[C@H]6CC[C@]7R[C@@H]RCC[C@]7R[C@@H]6CC[C@@H]5C4
8,10480,C
9,10480,C
10,10480,C8=CCROC8
11,10480,O
12,10480,=O
0,10481,CCR/C=CRC[C@H]RCCCC[C@@H]R[C@H]RCO
1,10481,=CCRO
2,10481,\C
3,10481,C
4,10481,O
5,10481,C=O
6,10481,=O
0,10482,CNSRRc1cccRcc1
1,10482,=O
2,10482,=O
3,10482,Nc2nccRcRn2
4,10482,CRRF
5,10482,N[C@@H]3CCC[C@H]3NRC
6,10482,F
7,10482,F
8,10482,C
0,10483,CNRCCc1c[nH]c2cccRcc12
1,10483,C
2,10483,Cn3cncn3
0,10484,NSRRc1ccRccc1L
1,10484,=O
2,10484,=O
3,10484,[C@@]2RNCRc3ccccc32
4,10484,O
5,10484,=O
0,10485,NSRRc1ccRcRcRc1
1,10485,=O
2,10485,=O
3,10485,L
4,10485,L
5,10485,SRR=O
6,10485,N
7,10485,=O
0,10486,CN1CCNRCC1
1,10486,C2=Nc3ccccc3Oc3cccRcc32
2,10486,L
0,10487,Nc1ncRc2ncRcnc2[nH]1
1,10487,=O
2,10487,CNc3cccRcc3
3,10487,CRN[C@@H]RCRO
4,10487,=O
5,10487,CCCRO
6,10487,=O
7,10487,=O
0,10488,CCOCRC1=CRNCR=CRC1c1ccccRc1
1,10488,=O
2,10488,C
3,10488,C
4,10488,CROC
5,10488,[N+]R[O-]
6,10488,=O
7,10488,=O
0,10489,Nc1ncRc2ncnRc2[nH]1
1,10489,=O
2,10489,[C@@H]3O[C@H]R[C@H]4O[C@@H]RO[C@H]43
3,10489,CO
4,10489,CPRRO
5,10489,=O
6,10489,O
0,10490,C[C@]12CC[C@H]3[C@@H]R[C@@H]1CC[C@@H]2CRc1cccRcc1
1,10490,CC=C4C=CRCC[C@@]43C
2,10490,=O
3,10490,O
4,10490,CRO
5,10490,=O
0,10491,Fc1cccRcc1
1,10491,CRN2CCNRCC2
2,10491,c2cccRcc2
3,10491,C/C=C/c3ccccc3
4,10491,F
0,10492,C#CCN[C@@H]1CCc2cccRcc21
1,10492,O
0,10493,CCC[C@]1RSCR=NC1=O
1,10493,C
2,10493,NC2CCCCCCC2
0,10494,CN1CROCRRC1=O
1,10494,=O
2,10494,C
3,10494,C
0,10495,NC[C@H]Rc1cccRcc1
1,10495,c1ccccc1
2,10495,L
0,10496,CCRNc1nc2cccRcc2s1
1,10496,C
2,10496,-c3ocnc3-c3ccccc3F
0,10497,N=c1ccnRcRn1
1,10497,[C@@H]2O[C@H]R[C@@H]R[C@H]2OPRRO
2,10497,O
3,10497,CO
4,10497,O
5,10497,=O
6,10497,O
0,10498,O=CRCCCCCNCRCc1cccRcRc1
1,10498,[O-]
2,10498,=O
3,10498,O
4,10498,[N+]R[O-]
5,10498,=O
0,10499,O=C1[C@H]2[C@H]3CC[C@H]R[C@H]2CRN1c1cccRc2ccccc12
1,10499,CC3
2,10499,=O
3,10499,[N+]R[O-]
4,10499,=O
0,10500,COCRC1=CRNCR=CRC1c1ccccRc1
1,10500,=O
2,10500,C#N
3,10500,C
4,10500,CROCRC
5,10500,[N+]R[O-]
6,10500,=O
7,10500,C
8,10500,=O
0,10501,COc1cccRcc1
1,10501,/N=c2/[nH]cRcRs2
2,10501,N
3,10501,CRc3cccRcc3
4,10501,=O
5,10501,OC
0,10502,CCCCCCCCCCCCCC[C@H]ROC[C@@H]RCOPRROC[C@H]RCRO
1,10502,O
2,10502,O
3,10502,=O
4,10502,O
5,10502,N
6,10502,=O
0,10503,COCRc1ccc2cRNCR/C2=CRc1ccccc1
1,10503,=O
2,10503,c1
3,10503,=O
4,10503,\Nc1cccRcc1
5,10503,NRCRCN2CCNRCC2
6,10503,C
7,10503,=O
8,10503,C
0,10504,COc1cccRcRc1CRc1cncRnc1N
1,10504,F
2,10504,F
3,10504,=O
4,10504,NC2CCNRCC2
5,10504,SRR=O
6,10504,C
7,10504,=O
0,10505,c1cccRcc1
1,10505,C2RCCCCC2
2,10505,N3CCCCC3
0,10506,COc1cccRcc1L
1,10506,CNc2ncRncc2CRNCc2ncccn2
2,10506,N3CCC[C@H]3CO
3,10506,=O
0,10507,O=CRc1cccRcc1L
1,10507,Nc1cccRcc1CRO
2,10507,L
3,10507,Oc2ncccn2
4,10507,=O
0,10508,O=CRCCCRO
1,10508,O
2,10508,=O
0,10509,C/C=C/C[C@@H]R[C@@H]R[C@H]1CRN[C@@H]RCRNRCCRNR[C@@H]RCRN[C@@H]RCRNR[C@@H]RCRN[C@@H]RCRN[C@H]RCRNR[C@@H]RCRNR[C@@H]RCRNR[C@@H]RCRN1C
1,10509,C
2,10509,O
3,10509,=O
4,10509,CC
5,10509,=O
6,10509,C
7,10509,=O
8,10509,C
9,10509,CCRC
10,10509,=O
11,10509,CRC
12,10509,=O
13,10509,C
14,10509,CCRC
15,10509,=O
16,10509,C
17,10509,=O
18,10509,C
19,10509,=O
20,10509,C
21,10509,CCRC
22,10509,=O
23,10509,C
24,10509,CCRC
25,10509,=O
26,10509,C
27,10509,CRC
28,10509,=O
29,10509,C
30,10509,C
31,10509,C
32,10509,C
33,10509,C
34,10509,C
0,10510,N[C@@H]RCRO
1,10510,CCCRO
2,10510,=O
3,10510,=O
0,10511,CCCCCCCNRCCCCRc1cccRcc1
1,10511,CC
2,10511,O
3,10511,NSRR=O
4,10511,C
5,10511,=O
0,10512,CCCCCCCCCCCCCCRO
1,10512,=O
0,10513,O=CRc1cccnc1Nc1cccRcc1
1,10513,O
2,10513,L
0,10514,O=c1[nH]ccRcR[nH]1
1,10514,F
2,10514,=O
0,10515,N#C/CRn1ccnc1
1,10515,=C1/SC[C@@H]RS1
2,10515,c2cccRcc2L
3,10515,L
0,10516,CN1CCN2c3ncccc3Cc3ccccc3C2C1
0,10517,CCC1RNCRNRC1=O
1,10517,c2ccccc2
2,10517,=O
3,10517,C
0,10518,O=CRC1N=CRc2ccRccc2NC1=O
1,10518,O
2,10518,c2ccccc2
3,10518,L
0,10519,CCCRO[C@@H]RCRC
1,10519,=O
2,10519,O[P@]RRCCRN1C[C@H]RC[C@H]1CRO
3,10519,C
4,10519,=O
5,10519,CCCCc1ccccc1
6,10519,=O
7,10519,C2CCCCC2
8,10519,=O
0,10520,CCRCOc1ccccRc1[O-]
1,10520,C
2,10520,-c2nc3ccRccc3[nH]2
3,10520,CR=[NH2+]
4,10520,N
0,10521,CCCCc1oc2cccRcc2c1CRc1cccRcc1
1,10521,NSRR=O
2,10521,=O
3,10521,OCCCNRCCCC
4,10521,C
5,10521,=O
6,10521,CCCC
0,10522,Cc1ncRcRs1
1,10522,C
2,10522,-c2ccncRn2
3,10522,N/C=N\O
0,10523,C[As]RSC[C@H]RCRO
1,10523,C
2,10523,N
3,10523,=O
0,10524,Nc1ncnc2c1ncn2[C@@H]1O[C@@H]R[C@H]R[C@H]1O
1,10524,CO[P@@]RRO[P@]RRNPRRO
2,10524,O
3,10524,=O
4,10524,O
5,10524,=O
6,10524,O
7,10524,=O
8,10524,O
0,10525,COc1cccRcc1OCc1ccccn1
1,10525,C
0,10526,CCCCRRC1C[C@@]23C=CC1RC1Oc4cRccc5c4[C@@]12CCNR[C@@H]3C5
1,10526,C
2,10526,O
3,10526,OC
4,10526,O
5,10526,C
0,10527,CCCCCRCCCROSRR[O-].[Na+]
1,10527,CC
2,10527,CCRC
3,10527,=O
4,10527,=O
5,10527,C
0,10528,CCR[O-].CCR[O-].CCc1cRc2cc3ncRCR=C3CCCO.[Gd+3]
1,10528,=O
2,10528,=O
3,10528,CC
4,10528,cnc4ccRcRcc4ncc4ncRCR=C4C
5,10528,C
6,10528,OCCOCCOCCOC
7,10528,OCCOCCOCCOC
8,10528,cc1[n-]2
9,10528,CCCO
0,10529,CCS/CR=N/c1cccRcc1
1,10529,N
2,10529,CRRF
3,10529,F
4,10529,F
0,10530,CC1=C2[N+]3=CR[C@@H]R[C@]2RCCR=O
1,10530,C=C4[N+]5=CR[C@@H]RC4RC
2,10530,CCCR=O
3,10530,C
4,10530,N
